total_income,essentials_percentage,savings_percentage,investments_percentage,discretionary_percentage,risk_tolerance,financial_status
1917,38.52,23.13,7.03,31.32,Medium,stable
956,54.31,18.26,24.14,3.29,Low,stable
1419,33.35,10.37,14.79,41.49,High,strain
691,55.72,9.87,22.77,11.64,Low,strain
1238,60.5,7.03,19.49,12.98,Low,strain
1622,53.4,24.89,22.83,0.0,High,strain
1477,40.65,13.11,6.55,39.69,High,stable
1508,31.25,26.42,5.85,36.48,Low,growth
595,34.78,20.21,14.46,30.55,Low,growth
1162,54.89,21.84,22.33,0.94,Low,strain
1713,67.38,12.29,10.59,9.74,High,stable
536,38.26,16.43,15.84,29.47,Low,stable
1892,59.4,15.31,29.52,0.0,High,strain
778,64.66,10.89,10.37,14.08,Low,stable
716,50.84,25.81,26.2,0.0,High,growth
1366,56.77,20.55,25.64,0.0,Low,strain
1372,62.6,5.94,27.28,4.18,Medium,stable
1796,40.43,25.5,27.88,6.2,Medium,stable
561,41.88,7.65,17.68,32.79,High,stable
1095,30.03,15.09,22.05,32.83,High,strain
1228,68.52,19.28,20.47,0.0,Medium,growth
1865,66.7,5.19,12.72,15.38,High,stable
896,60.58,21.32,11.99,6.1,High,strain
1198,33.16,21.49,13.54,31.81,Medium,strain
1542,47.9,21.31,10.46,20.33,Low,stable
676,34.08,9.09,23.93,32.9,High,strain
895,30.64,11.39,29.11,28.86,High,growth
944,54.65,11.18,26.69,7.47,Low,growth
1756,68.43,29.0,10.45,0.0,Low,strain
575,66.11,6.69,6.3,20.9,High,stable
764,57.87,15.72,23.93,2.48,High,growth
954,33.87,26.78,14.76,24.6,Low,stable
1217,40.97,24.24,25.62,9.18,High,strain
1234,42.8,25.56,24.48,7.16,Low,growth
1907,60.53,29.31,20.64,0.0,Low,stable
1350,62.09,14.68,11.38,11.85,High,strain
1890,45.4,12.74,7.6,34.25,High,stable
643,46.72,5.77,11.32,36.2,Low,growth
1384,31.78,8.75,17.74,41.73,High,strain
1592,41.57,19.05,29.49,9.9,Low,strain
1622,48.05,8.94,6.59,36.41,Medium,stable
895,34.68,23.41,10.0,31.91,Medium,stable
1548,48.13,5.93,20.68,25.26,Low,strain
1447,64.13,11.49,12.61,11.78,Low,growth
1390,53.25,22.39,26.46,0.0,High,growth
1992,33.16,11.39,8.49,46.97,Low,stable
1674,37.67,23.22,29.08,10.04,Low,stable
1667,48.98,29.9,27.81,0.0,High,stable
1068,44.46,24.93,27.19,3.43,High,growth
1562,44.35,13.55,9.33,32.78,Medium,growth
608,51.17,27.51,13.24,8.08,Low,stable
1565,53.38,6.28,25.1,15.24,Low,stable
1709,61.87,23.13,25.2,0.0,Medium,strain
1434,43.64,5.58,22.63,28.15,Low,strain
897,62.22,9.36,16.2,12.22,High,strain
1746,43.54,29.69,12.79,13.98,Low,strain
1133,32.22,14.02,29.07,24.69,High,stable
1656,52.17,25.51,8.48,13.84,Low,growth
1686,53.52,14.4,6.09,25.99,Medium,growth
1738,67.38,26.0,5.23,1.39,High,strain
1232,59.04,29.14,24.38,0.0,High,growth
734,66.71,15.89,6.42,10.98,Medium,strain
1157,66.33,18.98,18.47,0.0,High,stable
1250,54.18,20.72,14.18,10.92,Medium,strain
1087,51.11,28.37,8.67,11.85,Low,growth
1532,52.3,11.42,23.51,12.77,Medium,growth
1597,69.13,20.28,6.38,4.21,Low,growth
1453,60.93,13.12,12.96,13.0,High,stable
991,34.25,10.42,19.05,36.27,High,strain
1412,61.14,7.12,15.06,16.68,Medium,stable
1776,36.82,20.52,11.48,31.18,Low,stable
1753,47.89,27.05,28.15,0.0,Medium,strain
1697,38.42,13.78,28.27,19.52,High,growth
1691,57.58,18.82,15.4,8.2,High,growth
669,65.09,21.05,14.84,0.0,Low,growth
1916,41.61,15.37,12.68,30.33,Low,growth
1445,33.28,27.58,26.39,12.74,High,stable
1294,41.94,14.07,19.2,24.79,High,strain
1133,56.89,8.13,7.24,27.74,Low,strain
1717,43.15,8.6,26.33,21.92,Medium,strain
528,41.12,27.27,18.37,13.23,Medium,stable
1688,37.38,29.7,15.39,17.53,Low,growth
1945,49.9,12.22,13.45,24.43,Low,growth
838,41.04,8.59,7.49,42.89,Low,strain
1888,59.24,17.06,28.92,0.0,High,growth
1865,33.06,22.74,23.53,20.67,Medium,stable
999,56.56,20.31,8.29,14.83,Low,growth
1010,39.5,28.78,17.78,13.94,Medium,growth
1850,49.57,25.44,18.89,6.1,High,growth
716,41.44,26.72,9.2,22.63,High,strain
1824,58.91,18.54,15.68,6.87,Low,stable
1655,67.81,13.18,21.14,0.0,Low,strain
1593,66.68,22.54,12.1,0.0,Low,stable
1775,53.34,15.98,13.29,17.4,Low,strain
1938,48.5,12.19,8.05,31.25,Medium,stable
944,62.73,8.81,15.33,13.13,Low,stable
1375,57.33,18.2,19.6,4.87,Medium,strain
1705,37.34,19.86,7.91,34.89,High,strain
666,62.84,19.22,20.37,0.0,High,growth
590,47.16,7.91,14.94,29.99,Medium,stable
1213,37.56,19.25,21.95,21.24,Medium,stable
538,41.27,9.21,12.87,36.65,Low,stable
1649,40.7,21.59,19.21,18.49,Low,stable
1974,50.77,15.73,20.32,13.18,Low,stable
672,39.37,26.22,22.26,12.14,High,growth
1152,34.94,24.46,23.92,16.68,Medium,growth
1253,34.95,23.11,8.41,33.53,Medium,growth
1743,53.33,22.52,29.13,0.0,Medium,stable
1581,59.39,19.01,26.09,0.0,Medium,strain
975,42.86,6.53,19.06,31.55,Low,strain
955,31.39,21.39,27.26,19.97,Low,stable
1328,35.09,16.67,14.56,33.68,Medium,growth
1394,66.59,16.74,5.86,10.82,Low,strain
1884,49.74,14.48,23.18,12.61,High,strain
1524,48.14,28.23,28.58,0.0,Low,growth
886,31.52,11.24,9.05,48.2,High,stable
847,59.15,12.91,21.1,6.84,High,stable
689,51.12,29.08,25.34,0.0,Medium,stable
1004,38.08,25.25,27.63,9.04,Medium,stable
1714,34.4,5.35,11.91,48.33,Low,stable
1892,45.34,27.65,8.22,18.79,Medium,strain
1932,63.49,10.67,11.2,14.65,High,growth
1323,64.61,22.65,19.44,0.0,High,strain
1428,54.11,18.83,27.97,0.0,Low,strain
1433,59.1,18.42,19.56,2.91,High,strain
1640,34.61,22.95,27.99,14.46,Medium,growth
633,53.53,10.18,24.25,12.04,Low,strain
557,56.68,8.98,19.96,14.39,Low,strain
1184,38.03,21.3,5.54,35.13,Low,stable
1171,65.21,12.26,13.33,9.2,Medium,growth
672,37.8,29.35,6.44,26.41,High,stable
1314,42.54,16.29,13.06,28.12,Medium,stable
1672,54.82,7.79,6.56,30.83,Low,strain
579,55.53,22.15,9.2,13.13,High,stable
1385,57.98,12.65,15.27,14.1,Low,strain
1736,34.48,8.71,17.87,38.93,Medium,stable
702,63.98,15.57,10.43,10.02,Low,growth
1263,51.31,29.11,23.31,0.0,Medium,growth
1752,48.85,15.29,19.76,16.1,Low,stable
1750,69.24,13.68,22.29,0.0,Low,strain
1964,59.62,16.11,23.32,0.95,Low,strain
1925,34.72,5.3,23.17,36.8,Medium,strain
546,60.26,8.33,28.41,3.01,Medium,stable
1756,33.81,26.24,10.93,29.02,Medium,strain
1828,31.1,29.45,11.75,27.7,Medium,stable
1666,46.15,8.95,7.36,37.55,Medium,growth
1938,69.74,18.39,19.81,0.0,High,strain
1896,37.0,29.16,14.88,18.97,Low,stable
1782,56.91,8.91,17.4,16.77,Medium,strain
1155,36.94,9.66,9.25,44.16,High,stable
970,58.99,28.17,21.23,0.0,High,strain
1470,50.21,22.64,20.48,6.67,Low,growth
1535,57.2,8.8,11.62,22.38,Low,stable
1853,38.11,14.84,16.64,30.41,Low,stable
1235,59.83,6.41,27.36,6.41,Medium,growth
1283,69.82,15.82,24.34,0.0,Low,growth
1467,56.63,24.45,10.67,8.25,Low,strain
857,49.74,18.85,26.97,4.44,Low,stable
1471,66.93,21.19,6.68,5.2,High,stable
1931,30.63,13.17,15.35,40.85,Medium,strain
1167,59.2,9.03,7.0,24.77,Low,strain
872,65.55,5.33,28.11,1.02,High,stable
1531,32.47,25.53,6.02,35.98,Medium,growth
1645,48.0,20.92,8.78,22.3,Low,strain
1871,38.19,10.73,27.88,23.2,High,stable
1175,52.66,15.46,19.55,12.32,Medium,strain
589,55.98,25.04,24.88,0.0,Low,growth
1197,42.1,18.47,5.41,34.02,Low,stable
1839,48.4,12.5,15.48,23.62,High,stable
1701,41.17,11.68,29.61,17.54,Low,stable
1039,44.78,10.44,19.5,25.29,High,growth
1231,36.38,25.59,26.24,11.78,High,strain
1368,65.42,19.55,29.09,0.0,High,growth
540,30.4,22.73,22.13,24.74,Medium,growth
1239,65.3,26.5,13.19,0.0,High,growth
1001,52.87,29.67,12.72,4.75,Medium,stable
1458,43.27,11.24,6.78,38.71,Low,growth
1668,58.92,9.52,15.69,15.86,Medium,stable
1724,50.31,16.55,27.88,5.26,High,stable
1428,49.96,5.88,16.95,27.21,Low,strain
960,34.41,24.79,27.77,13.03,High,strain
1231,45.58,27.09,25.43,1.9,High,growth
1251,39.64,22.15,29.6,8.6,Low,stable
1424,30.63,11.7,28.69,28.98,High,stable
1408,44.4,8.08,22.66,24.86,Medium,strain
1776,33.59,14.55,26.78,25.07,Low,stable
889,40.27,25.83,23.7,10.19,Low,growth
1382,33.7,13.7,22.58,30.02,Low,stable
755,34.04,5.86,22.89,37.22,High,growth
1208,37.96,11.86,23.03,27.16,High,strain
949,69.99,29.75,14.49,0.0,Low,strain
509,30.09,21.92,15.59,32.41,Medium,stable
1323,55.55,27.52,12.35,4.58,High,stable
1297,35.65,24.37,8.71,31.27,High,strain
1765,66.83,18.49,16.46,0.0,High,growth
1774,33.75,8.72,27.5,30.04,Medium,growth
1376,68.2,13.72,21.28,0.0,High,growth
1528,54.44,19.59,6.4,19.56,High,strain
1642,30.05,26.77,25.28,17.9,Medium,strain
1515,65.76,11.72,28.39,0.0,Medium,strain
873,50.87,8.03,25.74,15.37,High,stable
1588,40.51,18.97,23.19,17.33,Low,strain
645,60.69,9.41,8.75,21.14,Low,growth
723,67.07,20.26,13.72,0.0,Medium,growth
1762,49.35,11.59,19.13,19.93,High,strain
676,42.62,10.77,6.92,39.68,Medium,strain
1352,61.56,14.98,7.66,15.81,Medium,growth
1805,57.27,19.83,28.36,0.0,Low,strain
562,65.55,18.63,22.57,0.0,Medium,stable
1740,57.7,11.12,11.88,19.3,Medium,strain
1326,39.74,27.28,13.18,19.8,High,growth
1294,67.27,7.75,14.61,10.38,High,growth
1188,34.19,5.99,6.88,52.94,Medium,strain
1984,40.72,20.07,23.48,15.74,Medium,growth
604,50.81,8.09,9.42,31.69,High,strain
1622,52.63,17.62,25.13,4.62,Low,growth
1010,30.61,28.79,26.15,14.45,High,growth
884,61.22,22.46,20.96,0.0,High,growth
904,44.46,20.44,24.25,10.85,High,strain
1322,46.26,19.37,9.3,25.08,High,strain
1017,62.37,9.49,19.4,8.74,High,strain
975,45.17,15.82,21.92,17.09,Low,stable
1208,31.89,13.56,21.54,33.01,High,stable
1270,37.06,28.83,7.93,26.18,High,stable
1960,68.24,11.06,13.61,7.1,Low,growth
1546,32.82,16.79,13.13,37.27,Medium,growth
1496,44.2,28.45,19.31,8.04,Low,strain
1176,50.13,24.73,24.13,1.01,High,growth
1213,49.73,29.11,19.26,1.89,Medium,stable
1981,30.16,20.21,23.87,25.76,Low,stable
582,50.05,13.34,7.47,29.13,Medium,strain
1668,45.35,25.67,26.95,2.03,Low,growth
1608,68.88,12.29,18.42,0.41,Low,growth
1601,36.37,9.12,5.94,48.58,Medium,stable
956,44.17,22.66,21.08,12.1,Medium,strain
500,46.78,20.97,17.93,14.31,Medium,stable
550,45.63,26.97,10.51,16.89,Medium,growth
1184,56.63,29.05,24.11,0.0,High,stable
1216,38.62,26.43,28.34,6.61,Low,stable
1969,38.84,6.5,13.07,41.59,High,growth
948,59.17,21.61,17.35,1.87,Low,growth
1380,50.01,24.62,8.2,17.17,High,growth
987,46.61,29.55,28.24,0.0,High,stable
533,36.77,14.37,12.97,35.9,Low,stable
1871,37.5,9.25,9.87,43.38,High,stable
594,30.42,26.32,16.96,26.29,Medium,strain
1595,33.66,12.94,6.08,47.32,Medium,strain
653,52.27,19.96,11.32,16.45,High,growth
749,65.67,14.75,6.69,12.89,High,strain
1173,41.49,15.06,8.18,35.27,Low,growth
937,43.11,23.31,7.8,25.77,Low,stable
617,34.62,14.04,26.81,24.53,High,growth
1270,45.55,22.33,28.26,3.87,Low,stable
1829,31.49,5.36,16.86,46.29,Medium,growth
767,66.7,13.12,20.76,0.0,Medium,strain
1577,56.92,12.98,22.4,7.7,Medium,stable
735,69.63,23.72,14.78,0.0,Low,stable
888,65.31,12.86,14.26,7.57,Low,stable
1489,48.92,20.83,21.89,8.36,Low,strain
1262,50.79,22.21,14.42,12.58,Low,strain
900,37.62,21.46,19.53,21.39,High,strain
1123,48.48,20.08,17.88,13.56,High,stable
1266,66.12,15.34,18.11,0.43,High,growth
1826,32.03,14.33,25.73,27.9,High,growth
1418,64.54,19.11,22.6,0.0,Medium,strain
1730,43.64,6.59,29.02,20.75,Low,growth
1752,65.98,26.9,24.77,0.0,Medium,stable
1352,67.64,25.63,8.64,0.0,Low,stable
1077,56.83,13.66,23.46,6.04,High,strain
574,56.58,19.17,21.64,2.61,Medium,strain
934,48.11,28.31,21.15,2.43,Low,growth
602,63.42,11.79,17.02,7.77,High,growth
1945,68.46,23.56,6.56,1.41,Low,growth
1263,61.0,7.07,28.79,3.14,Low,strain
1237,54.88,18.08,26.3,0.74,High,strain
1305,54.27,27.1,17.17,1.46,Medium,strain
1829,63.98,18.79,8.96,8.26,Low,stable
597,51.65,20.41,25.61,2.33,High,growth
1297,62.15,27.69,15.77,0.0,Low,strain
1858,50.36,22.88,14.75,12.01,Low,strain
1358,32.5,22.4,21.63,23.47,Low,strain
934,45.36,19.66,23.97,11.02,Medium,growth
946,47.78,20.82,6.57,24.83,Medium,growth
1831,35.66,25.09,24.19,15.05,Medium,stable
748,34.1,29.48,23.35,13.07,Medium,stable
665,51.42,24.88,19.73,3.97,High,stable
1483,33.41,22.69,13.46,30.45,Medium,stable
1858,42.12,8.39,9.12,40.37,Low,strain
1519,59.78,25.43,7.57,7.22,High,stable
1041,68.58,23.4,5.03,2.99,Low,strain
1258,58.71,24.26,10.16,6.86,Medium,strain
1629,69.71,10.78,15.28,4.23,Low,growth
580,57.93,27.59,11.09,3.39,Low,strain
632,41.75,7.43,12.72,38.09,Low,growth
1296,56.88,11.34,14.76,17.02,Low,stable
1399,58.09,21.58,12.71,7.63,Medium,stable
637,44.87,21.84,23.12,10.17,Low,growth
683,30.71,12.83,17.29,39.17,Low,growth
1924,58.13,22.54,5.48,13.85,Low,stable
1853,30.87,14.7,10.67,43.77,Low,strain
1284,55.25,5.0,22.74,17.01,Medium,strain
1483,36.54,9.07,12.52,41.87,Low,growth
568,52.62,27.07,28.0,0.0,High,strain
1045,50.16,10.57,22.82,16.46,High,strain
552,30.54,7.82,12.25,49.39,Low,stable
1973,44.51,22.06,17.91,15.52,Low,growth
704,54.04,16.02,21.68,8.26,Medium,stable
625,63.94,24.91,9.83,1.31,High,strain
542,65.55,26.54,11.15,0.0,Medium,strain
610,49.35,26.15,17.68,6.82,Low,stable
1260,59.14,12.83,28.12,0.0,High,strain
1706,42.66,17.64,13.6,26.1,High,strain
1347,43.69,21.25,15.05,20.01,Medium,stable
594,37.78,13.05,9.77,39.41,Low,strain
1897,52.48,6.03,19.83,21.66,High,stable
1399,42.58,17.39,23.5,16.52,Medium,growth
859,33.37,5.32,16.02,45.29,High,strain
1399,57.4,28.77,23.76,0.0,Low,strain
780,58.31,24.92,12.57,4.21,Low,stable
1718,44.4,9.8,22.67,23.13,Low,growth
1718,33.07,12.19,11.46,43.28,Medium,strain
1166,47.05,29.57,24.52,0.0,Low,strain
592,47.69,14.34,25.77,12.2,Medium,growth
1171,56.75,24.59,24.94,0.0,High,strain
560,42.62,16.17,10.39,30.83,Low,stable
1133,57.3,26.6,22.36,0.0,Medium,growth
1574,64.86,22.59,18.46,0.0,Medium,growth
1926,39.5,5.57,29.65,25.28,Medium,strain
1528,69.16,12.36,14.04,4.44,Low,growth
1989,45.45,18.95,24.28,11.31,Medium,growth
1103,40.69,28.15,14.25,16.9,Low,growth
1181,46.86,7.55,14.92,30.67,Low,strain
1033,33.78,20.03,7.77,38.42,High,growth
1928,35.03,12.55,10.99,41.43,High,strain
1337,46.58,27.23,9.11,17.08,Low,growth
1144,60.5,24.13,8.98,6.39,High,stable
732,66.01,14.24,5.23,14.52,Medium,growth
1023,56.59,9.18,24.84,9.39,Low,growth
845,34.21,5.29,16.7,43.81,High,growth
1569,56.88,20.53,25.1,0.0,Medium,stable
1045,55.42,15.15,20.31,9.12,Low,growth
1601,62.23,12.87,25.78,0.0,Medium,stable
1596,63.01,29.64,17.59,0.0,Low,stable
1293,64.73,16.65,7.35,11.27,High,stable
748,46.57,23.75,20.42,9.27,Medium,strain
546,57.91,9.44,21.94,10.71,High,strain
1644,40.73,5.34,20.66,33.27,Medium,stable
713,69.97,15.44,25.03,0.0,Medium,strain
738,37.01,21.64,23.29,18.06,Medium,stable
1579,30.4,17.66,15.82,36.11,Medium,strain
849,35.95,27.26,25.48,11.31,High,strain
606,61.03,15.85,22.29,0.82,Medium,growth
1330,47.87,12.78,8.01,31.34,High,strain
547,47.9,27.9,18.5,5.7,Medium,strain
836,68.2,15.17,23.21,0.0,Low,growth
1549,66.79,11.74,18.83,2.64,Low,stable
1303,42.45,7.44,28.73,21.38,Medium,growth
1780,38.36,24.83,7.54,29.27,Low,strain
507,63.94,25.63,23.06,0.0,Medium,strain
1124,66.24,5.83,25.61,2.32,High,stable
1776,51.66,13.97,22.57,11.8,Low,strain
1218,55.18,23.75,14.64,6.44,Medium,growth
802,40.28,28.66,14.64,16.43,Medium,stable
1138,62.03,14.45,19.66,3.86,High,growth
555,55.28,26.8,14.93,2.99,High,strain
1225,50.14,14.84,27.08,7.94,Medium,stable
1025,32.4,9.49,7.75,50.36,Medium,strain
973,66.64,5.09,20.98,7.3,Medium,strain
527,54.62,13.25,8.35,23.77,Medium,growth
577,37.71,14.46,18.5,29.33,Medium,strain
1739,54.26,28.63,22.89,0.0,Medium,growth
1909,57.1,10.15,9.14,23.61,High,strain
864,51.03,14.56,22.6,11.81,Low,growth
1165,58.72,5.63,8.5,27.15,Medium,growth
1025,53.26,24.09,20.51,2.14,Medium,stable
1198,67.91,27.88,17.64,0.0,High,stable
1835,32.15,10.95,12.45,44.45,Low,strain
1382,34.25,15.72,7.79,42.24,High,strain
1530,36.95,8.05,23.4,31.6,High,stable
1526,57.61,16.42,14.55,11.43,Medium,growth
1418,55.82,8.33,7.16,28.68,Medium,growth
1249,65.68,18.08,24.32,0.0,High,stable
862,59.32,23.37,10.82,6.5,Medium,stable
1797,50.33,18.83,23.41,7.42,Medium,strain
1305,69.67,11.13,19.12,0.07,Medium,growth
1238,40.64,13.84,9.86,35.65,Low,stable
1538,63.33,20.96,6.91,8.8,Low,growth
1715,47.07,19.74,19.83,13.35,Medium,growth
984,55.95,8.42,5.63,30.0,High,stable
527,59.09,26.12,6.64,8.15,Low,growth
1213,55.35,16.88,22.56,5.21,High,strain
1562,35.62,9.06,18.47,36.85,Medium,stable
1796,47.72,8.07,13.16,31.05,High,growth
1754,52.46,29.14,18.48,0.0,High,stable
585,63.96,12.04,19.79,4.21,Low,stable
1997,47.75,27.71,19.13,5.41,High,growth
625,66.75,15.26,21.06,0.0,High,strain
1311,47.61,14.65,28.51,9.23,Low,stable
1036,51.95,22.52,14.72,10.81,Medium,growth
644,61.85,5.25,12.53,20.37,High,stable
1735,53.32,13.45,5.96,27.26,Medium,stable
524,68.41,12.57,8.68,10.35,Medium,growth
1917,56.41,26.7,7.66,9.23,Medium,strain
566,50.91,18.23,13.39,17.48,Low,growth
732,30.94,14.11,20.25,34.69,Medium,stable
608,46.55,11.65,6.16,35.64,High,strain
1669,41.97,19.76,23.19,15.08,Medium,strain
610,59.92,8.79,14.94,16.35,Medium,strain
727,38.33,11.16,29.09,21.43,Medium,strain
610,38.21,12.34,19.21,30.24,High,stable
1993,37.58,20.2,24.28,17.94,Medium,growth
533,35.02,14.33,26.53,24.11,Medium,growth
1122,42.44,17.64,27.22,12.69,Medium,strain
1892,65.44,21.26,17.96,0.0,Low,strain
1247,61.0,28.91,14.92,0.0,High,growth
1094,59.41,24.12,19.01,0.0,Low,strain
924,61.89,15.13,15.05,7.92,High,growth
1112,40.78,23.71,11.02,24.5,Medium,growth
1191,65.5,28.74,13.1,0.0,High,strain
1805,35.49,17.48,10.82,36.2,High,growth
1843,43.45,15.26,11.74,29.55,High,growth
1966,53.47,6.95,7.34,32.24,High,growth
814,34.12,27.31,15.66,22.91,Low,strain
1376,59.21,11.16,10.88,18.75,High,stable
1900,45.49,6.6,16.21,31.7,Low,stable
1812,61.38,18.43,24.8,0.0,Low,stable
1960,49.72,26.15,16.21,7.93,Medium,stable
1161,37.23,15.17,28.87,18.73,High,stable
776,59.39,24.58,8.7,7.34,Medium,strain
1123,40.09,25.91,26.26,7.75,High,strain
1015,49.63,16.36,11.21,22.8,Low,stable
1873,33.02,19.77,28.35,18.86,Low,stable
1342,54.71,18.35,10.68,16.26,Low,growth
1969,56.63,28.48,23.67,0.0,High,growth
849,45.15,23.14,6.55,25.16,High,growth
1322,68.18,28.13,20.75,0.0,High,stable
1660,64.97,10.5,10.47,14.07,High,stable
1258,58.32,12.76,21.75,7.17,High,strain
1398,58.55,6.77,20.9,13.79,Medium,growth
742,40.1,17.5,28.09,14.31,High,growth
1042,56.27,26.85,20.67,0.0,Medium,strain
1563,37.93,13.17,15.21,33.69,High,strain
728,35.76,8.21,9.84,46.19,High,strain
1047,69.98,6.71,21.44,1.87,High,growth
1419,54.9,16.19,7.91,21.01,High,strain
1746,47.24,9.1,25.71,17.95,Low,stable
505,41.53,13.65,11.18,33.64,Low,stable
1845,54.16,25.5,18.1,2.24,Medium,stable
967,31.98,14.6,19.9,33.52,Medium,strain
574,33.79,20.25,14.06,31.9,High,growth
503,31.31,17.55,21.6,29.53,High,growth
1145,49.97,22.96,11.26,15.81,High,strain
617,54.02,8.9,5.87,31.21,High,strain
1380,32.5,28.01,28.98,10.51,Low,growth
1003,58.85,21.09,13.0,7.06,Medium,stable
1446,39.22,11.77,22.84,26.17,Medium,stable
1073,57.41,8.08,17.69,16.82,Medium,growth
1964,69.28,8.74,21.72,0.26,Low,strain
693,57.64,24.57,7.77,10.02,High,stable
1346,65.33,19.7,17.97,0.0,Low,stable
1214,67.93,14.52,14.81,2.75,Low,stable
1915,49.47,13.32,16.3,20.91,Medium,strain
1549,58.09,26.39,29.16,0.0,Low,strain
1958,64.08,26.87,8.41,0.64,Medium,stable
672,44.26,19.53,23.87,12.34,Low,strain
1823,40.46,18.11,13.26,28.17,Medium,growth
825,67.86,25.41,12.26,0.0,Medium,strain
1933,59.05,23.73,11.77,5.45,High,growth
1641,38.79,15.01,13.72,32.49,Medium,stable
1335,47.96,7.07,13.93,31.04,Low,stable
1223,61.86,24.21,11.77,2.16,Medium,growth
724,51.88,9.22,21.69,17.21,Low,stable
1031,56.0,5.41,6.19,32.4,Medium,stable
612,60.15,26.08,13.31,0.46,High,stable
639,54.88,19.46,12.01,13.66,High,strain
1058,51.6,27.29,23.79,0.0,Low,strain
500,59.98,17.11,8.66,14.24,Medium,growth
589,59.1,28.16,28.52,0.0,Low,growth
1153,55.19,13.85,9.26,21.69,High,strain
819,44.39,23.11,14.25,18.24,Low,stable
638,46.23,12.52,9.99,31.25,Low,strain
1344,68.82,5.03,12.17,13.99,Medium,stable
758,34.5,14.49,24.03,26.99,High,growth
1401,40.74,23.44,16.91,18.91,High,growth
1189,49.7,8.75,9.06,32.49,Medium,growth
509,63.47,17.62,6.17,12.74,Medium,strain
760,36.55,10.31,10.75,42.4,Medium,strain
671,41.08,6.87,28.64,23.42,High,stable
1397,32.63,20.44,26.13,20.8,High,growth
512,58.24,28.8,16.0,0.0,Medium,stable
1691,39.53,12.77,17.05,30.65,Low,stable
820,45.55,19.52,27.48,7.45,High,strain
1842,47.75,28.84,19.78,3.63,Medium,strain
828,65.65,21.26,27.02,0.0,Medium,stable
1284,46.45,21.83,17.3,14.42,Low,stable
1276,35.81,9.47,10.0,44.72,Medium,stable
1410,50.97,17.32,23.15,8.56,Low,strain
1942,68.52,14.18,18.16,0.0,Low,stable
1618,54.31,16.77,21.71,7.21,High,strain
817,69.34,25.02,8.93,0.0,Medium,growth
735,63.64,16.52,21.19,0.0,High,growth
833,31.44,6.57,14.56,47.43,High,stable
875,56.34,27.64,13.3,2.73,High,strain
1982,41.47,18.62,21.79,18.12,Medium,growth
1660,52.38,28.11,19.81,0.0,Medium,strain
1087,41.17,19.31,21.23,18.29,Medium,strain
1012,43.95,6.74,29.13,20.17,High,growth
1819,66.93,18.82,22.53,0.0,Low,stable
1843,38.27,19.39,21.02,21.32,High,stable
1417,64.96,10.36,20.34,4.34,Low,growth
1872,31.22,16.78,14.97,37.04,Medium,strain
1372,33.64,16.49,25.98,23.9,Medium,stable
1752,64.19,20.57,14.52,0.72,High,strain
769,55.22,11.49,22.51,10.78,Low,growth
1297,59.89,19.54,12.33,8.24,Medium,stable
1814,38.38,11.02,8.69,41.91,Medium,stable
1224,51.48,16.16,8.24,24.11,High,stable
1688,59.49,8.07,20.86,11.58,High,growth
504,55.09,5.93,13.2,25.78,High,growth
1350,48.87,13.01,11.88,26.24,Low,growth
1902,68.39,11.86,19.8,0.0,Low,strain
577,57.05,15.17,5.64,22.14,Medium,strain
1933,66.31,29.05,11.16,0.0,High,strain
1073,59.19,18.06,13.51,9.24,Medium,stable
631,59.42,18.83,22.71,0.0,Low,stable
1100,33.2,28.54,18.63,19.63,Medium,stable
1565,44.38,28.03,26.4,1.19,Medium,growth
588,64.33,27.1,13.36,0.0,High,growth
901,39.3,7.45,12.41,40.83,Medium,stable
795,34.62,20.86,5.83,38.69,High,growth
1818,43.04,25.2,28.79,2.96,Medium,strain
1115,38.82,25.89,17.54,17.76,Medium,strain
1299,67.01,19.45,17.56,0.0,Low,growth
921,64.72,5.44,28.09,1.76,Low,strain
1546,49.99,29.34,12.25,8.42,Medium,strain
1074,32.45,16.8,13.3,37.44,Medium,strain
642,58.58,14.84,21.41,5.17,High,stable
1492,54.94,14.87,24.63,5.56,Low,growth
1164,68.82,15.6,22.48,0.0,Low,growth
644,52.36,11.05,24.72,11.87,Medium,stable
1748,43.46,13.18,19.38,23.98,High,strain
1506,50.76,29.63,26.57,0.0,Low,stable
1002,69.17,14.2,18.75,0.0,Medium,strain
1320,57.85,18.17,10.73,13.24,Medium,stable
603,56.88,26.21,18.54,0.0,Medium,strain
1562,39.63,18.19,22.82,19.36,Medium,stable
697,59.74,13.11,21.34,5.81,Medium,stable
1078,60.01,18.09,11.08,10.82,Low,strain
890,42.69,7.85,6.03,43.43,Low,strain
1702,49.35,8.25,11.31,31.09,High,growth
1053,41.78,22.35,29.6,6.26,Medium,growth
1971,40.35,27.94,9.61,22.1,High,stable
1538,31.04,23.14,16.61,29.21,Medium,stable
1812,41.41,6.87,20.96,30.77,Medium,growth
977,52.16,15.07,26.99,5.78,Medium,growth
1754,30.06,5.06,24.01,40.87,High,strain
1422,41.33,17.78,27.72,13.17,Medium,growth
919,65.26,9.83,20.11,4.8,High,stable
656,53.75,26.7,26.63,0.0,Low,growth
1049,54.31,7.61,11.6,26.48,Medium,growth
1964,46.13,5.04,15.76,33.07,High,growth
1620,57.06,16.28,26.09,0.57,Low,growth
1520,37.6,8.89,13.14,40.38,Medium,stable
1496,62.75,23.45,26.78,0.0,Low,growth
